nome_arquivo,imagem,threshold,prompt_fundo,prompt_roupa,clip_fundo,clip_inpainting
img-35-mscoco__fundo_0803__A sunset__th07__Salvador_Dalí.jpg,img-35-mscoco,0.7,A sunset,Salvador Dalí,0.2255859375,0.33056640625
img-35-mscoco__fundo_0803__The Parthenon in front of the Great Pyramid__th07__Salvador_Dalí.jpg,img-35-mscoco,0.7,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.253173828125,0.281982421875
img-35-mscoco__fundo_0803__The city of London__th07__Salvador_Dalí.jpg,img-35-mscoco,0.7,The city of London,Salvador Dalí,0.2291259765625,0.24951171875
img-35-mscoco__fundo_0827__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th09__Salvador_Dalí.jpg,img-35-mscoco,0.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.258544921875,0.294189453125
img-35-mscoco__fundo_0827__A sunset__th09__Salvador_Dalí.jpg,img-35-mscoco,0.9,A sunset,Salvador Dalí,0.2137451171875,0.3017578125
img-35-mscoco__fundo_0827__The Parthenon in front of the Great Pyramid__th09__Salvador_Dalí.jpg,img-35-mscoco,0.9,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.2235107421875,0.222900390625
img-35-mscoco__fundo_0827__The city of London__th09__Salvador_Dalí.jpg,img-35-mscoco,0.9,The city of London,Salvador Dalí,0.24951171875,0.264892578125
img-35-mscoco__fundo_0851__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th11__Salvador_Dalí.jpg,img-35-mscoco,1.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.257080078125,0.30029296875
img-35-mscoco__fundo_0851__A sunset__th11__Salvador_Dalí.jpg,img-35-mscoco,1.1,A sunset,Salvador Dalí,0.21728515625,0.28662109375
img-35-mscoco__fundo_0851__The Parthenon in front of the Great Pyramid__th11__Salvador_Dalí.jpg,img-35-mscoco,1.1,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.25537109375,0.2379150390625
img-35-mscoco__fundo_0851__The city of London__th11__Salvador_Dalí.jpg,img-35-mscoco,1.1,The city of London,Salvador Dalí,0.275634765625,0.2349853515625
img-35-mscoco__fundo_0875__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th13__Salvador_Dalí.jpg,img-35-mscoco,1.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.288330078125,0.285400390625
img-35-mscoco__fundo_0875__A sunset__th13__Salvador_Dalí.jpg,img-35-mscoco,1.3,A sunset,Salvador Dalí,0.2315673828125,0.277099609375
img-35-mscoco__fundo_0875__The Parthenon in front of the Great Pyramid__th13__Salvador_Dalí.jpg,img-35-mscoco,1.3,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.27099609375,0.2462158203125
img-35-mscoco__fundo_0875__The city of London__th13__Salvador_Dalí.jpg,img-35-mscoco,1.3,The city of London,Salvador Dalí,0.27685546875,0.250732421875
img-35-mscoco__fundo_0899__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th15__Salvador_Dalí.jpg,img-35-mscoco,1.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.26171875,0.27880859375
img-35-mscoco__fundo_0899__A sunset__th15__Salvador_Dalí.jpg,img-35-mscoco,1.5,A sunset,Salvador Dalí,0.2449951171875,0.252197265625
img-35-mscoco__fundo_0899__The Parthenon in front of the Great Pyramid__th15__Salvador_Dalí.jpg,img-35-mscoco,1.5,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.2587890625,0.20263671875
img-35-mscoco__fundo_0899__The city of London__th15__Salvador_Dalí.jpg,img-35-mscoco,1.5,The city of London,Salvador Dalí,0.256591796875,0.2137451171875
img-35-mscoco__fundo_0923__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th17__Salvador_Dalí.jpg,img-35-mscoco,1.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.298583984375,0.262939453125
img-35-mscoco__fundo_0923__A sunset__th17__Salvador_Dalí.jpg,img-35-mscoco,1.7,A sunset,Salvador Dalí,0.2376708984375,0.259033203125
img-35-mscoco__fundo_0923__The Parthenon in front of the Great Pyramid__th17__Salvador_Dalí.jpg,img-35-mscoco,1.7,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.2486572265625,0.243408203125
img-35-mscoco__fundo_0923__The city of London__th17__Salvador_Dalí.jpg,img-35-mscoco,1.7,The city of London,Salvador Dalí,0.271728515625,0.212890625
img-35-mscoco__fundo_0947__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th19__Salvador_Dalí.jpg,img-35-mscoco,1.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.34033203125,0.26416015625
img-35-mscoco__fundo_0947__A sunset__th19__Salvador_Dalí.jpg,img-35-mscoco,1.9,A sunset,Salvador Dalí,0.257568359375,0.2587890625
img-35-mscoco__fundo_0947__The Parthenon in front of the Great Pyramid__th19__Salvador_Dalí.jpg,img-35-mscoco,1.9,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.2724609375,0.275634765625
img-35-mscoco__fundo_0947__The city of London__th19__Salvador_Dalí.jpg,img-35-mscoco,1.9,The city of London,Salvador Dalí,0.292236328125,0.192138671875
img-35-mscoco__fundo_0971__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th01__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.1817626953125,0.30078125
img-35-mscoco__fundo_0971__A sunset__th01__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.1,A sunset,A person with arms like a tree branch,0.220458984375,0.277587890625
img-35-mscoco__fundo_0971__The Parthenon in front of the Great Pyramid__th01__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.1,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.1961669921875,0.2998046875
img-35-mscoco__fundo_0971__The city of London__th01__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.1,The city of London,A person with arms like a tree branch,0.2044677734375,0.272705078125
img-35-mscoco__fundo_0995__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th03__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.153076171875,0.282958984375
img-35-mscoco__fundo_0995__A sunset__th03__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.3,A sunset,A person with arms like a tree branch,0.1947021484375,0.287841796875
img-35-mscoco__fundo_0995__The Parthenon in front of the Great Pyramid__th03__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.3,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.216796875,0.298828125
img-35-mscoco__fundo_0995__The city of London__th03__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.3,The city of London,A person with arms like a tree branch,0.236083984375,0.246337890625
img-35-mscoco__fundo_1019__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th05__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.138427734375,0.275146484375
img-35-mscoco__fundo_1019__A sunset__th05__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.5,A sunset,A person with arms like a tree branch,0.2034912109375,0.260009765625
img-35-mscoco__fundo_1019__The Parthenon in front of the Great Pyramid__th05__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.5,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.15966796875,0.290771484375
img-35-mscoco__fundo_1019__The city of London__th05__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.5,The city of London,A person with arms like a tree branch,0.2393798828125,0.30517578125
img-35-mscoco__fundo_1043__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th07__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.193359375,0.2315673828125
img-35-mscoco__fundo_1043__A sunset__th07__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.7,A sunset,A person with arms like a tree branch,0.1978759765625,0.297607421875
img-35-mscoco__fundo_1043__The Parthenon in front of the Great Pyramid__th07__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.7,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.2242431640625,0.25732421875
img-35-mscoco__fundo_1043__The city of London__th07__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.7,The city of London,A person with arms like a tree branch,0.253173828125,0.2322998046875
img-35-mscoco__fundo_1067__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th09__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.1932373046875,0.293701171875
img-35-mscoco__fundo_1067__A sunset__th09__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.9,A sunset,A person with arms like a tree branch,0.239990234375,0.2459716796875
img-35-mscoco__fundo_1067__The Parthenon in front of the Great Pyramid__th09__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.9,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.2431640625,0.246337890625
img-35-mscoco__fundo_1067__The city of London__th09__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.9,The city of London,A person with arms like a tree branch,0.23974609375,0.22265625
img-35-mscoco__fundo_1091__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th11__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.292724609375,0.2376708984375
img-35-mscoco__fundo_1091__A sunset__th11__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.1,A sunset,A person with arms like a tree branch,0.23388671875,0.2484130859375
img-35-mscoco__fundo_1091__The Parthenon in front of the Great Pyramid__th11__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.1,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.2384033203125,0.2379150390625
img-35-mscoco__fundo_1091__The city of London__th11__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.1,The city of London,A person with arms like a tree branch,0.269287109375,0.2158203125
img-35-mscoco__fundo_1115__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th13__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.285888671875,0.21728515625
img-35-mscoco__fundo_1115__A sunset__th13__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.3,A sunset,A person with arms like a tree branch,0.25439453125,0.262939453125
img-35-mscoco__fundo_1115__The Parthenon in front of the Great Pyramid__th13__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.3,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.263916015625,0.2154541015625
img-35-mscoco__fundo_1115__The city of London__th13__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.3,The city of London,A person with arms like a tree branch,0.26513671875,0.232177734375
img-35-mscoco__fundo_1139__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th15__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.296142578125,0.2109375
img-35-mscoco__fundo_1139__A sunset__th15__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.5,A sunset,A person with arms like a tree branch,0.222900390625,0.25732421875
img-35-mscoco__fundo_1139__The Parthenon in front of the Great Pyramid__th15__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.5,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.257568359375,0.242431640625
img-35-mscoco__fundo_1139__The city of London__th15__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.5,The city of London,A person with arms like a tree branch,0.254638671875,0.221435546875
img-35-mscoco__fundo_1163__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th17__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.29833984375,0.234375
img-35-mscoco__fundo_1163__A sunset__th17__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.7,A sunset,A person with arms like a tree branch,0.2548828125,0.251220703125
img-35-mscoco__fundo_1163__The Parthenon in front of the Great Pyramid__th17__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.7,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.251708984375,0.22900390625
img-35-mscoco__fundo_1163__The city of London__th17__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.7,The city of London,A person with arms like a tree branch,0.257568359375,0.2073974609375
img-35-mscoco__fundo_1187__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th19__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.3046875,0.197021484375
img-35-mscoco__fundo_1187__A sunset__th19__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.9,A sunset,A person with arms like a tree branch,0.2498779296875,0.261474609375
img-35-mscoco__fundo_1187__The Parthenon in front of the Great Pyramid__th19__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.9,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.279052734375,0.2147216796875
img-35-mscoco__fundo_1187__The city of London__th19__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,1.9,The city of London,A person with arms like a tree branch,0.270751953125,0.1695556640625
img-35-mscoco__fundo_1261__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th01__A_scientist.jpg,img-35-mscoco,0.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.1475830078125,0.250732421875
img-35-mscoco__fundo_1285__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th03__A_scientist.jpg,img-35-mscoco,0.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.267578125,0.269287109375
img-35-mscoco__fundo_1309__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th05__A_scientist.jpg,img-35-mscoco,0.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.19970703125,0.28271484375
img-35-mscoco__fundo_1333__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th07__A_scientist.jpg,img-35-mscoco,0.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.260009765625,0.234130859375
img-35-mscoco__fundo_1357__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th09__A_scientist.jpg,img-35-mscoco,0.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.359619140625,0.184326171875
img-35-mscoco__fundo_1381__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th11__A_scientist.jpg,img-35-mscoco,1.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.32373046875,0.1729736328125
img-35-mscoco__fundo_1405__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th13__A_scientist.jpg,img-35-mscoco,1.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.348388671875,0.2020263671875
img-35-mscoco__fundo_1429__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th15__A_scientist.jpg,img-35-mscoco,1.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.326904296875,0.2021484375
img-35-mscoco__fundo_1453__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th17__A_scientist.jpg,img-35-mscoco,1.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.32470703125,0.1719970703125
img-35-mscoco__fundo_1477__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th19__A_scientist.jpg,img-35-mscoco,1.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.383544921875,0.178466796875
img-35-mscoco__fundo_1501__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th01__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-35-mscoco,0.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.17724609375,0.4140625
img-35-mscoco__fundo_1525__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th03__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-35-mscoco,0.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.175537109375,0.343994140625
img-35-mscoco__fundo_1549__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th05__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-35-mscoco,0.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.1365966796875,0.343505859375
img-35-mscoco__fundo_1573__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th07__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-35-mscoco,0.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.2274169921875,0.28173828125
img-35-mscoco__fundo_1597__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th09__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-35-mscoco,0.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.277099609375,0.253173828125
img-35-mscoco__fundo_1621__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th11__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-35-mscoco,1.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.341064453125,0.1883544921875
img-35-mscoco__fundo_1645__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th13__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-35-mscoco,1.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.32470703125,0.255859375
img-35-mscoco__fundo_1669__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th15__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-35-mscoco,1.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.333251953125,0.2327880859375
img-35-mscoco__fundo_1693__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th17__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-35-mscoco,1.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.293701171875,0.259765625
img-35-mscoco__fundo_1717__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th19__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-35-mscoco,1.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.394775390625,0.1573486328125
img-35-mscoco__fundo_1741__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th01__The_Mona_Lisa.jpg,img-35-mscoco,0.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.1617431640625,0.29345703125
img-35-mscoco__fundo_1765__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th03__The_Mona_Lisa.jpg,img-35-mscoco,0.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.2288818359375,0.286865234375
img-35-mscoco__fundo_1789__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th05__The_Mona_Lisa.jpg,img-35-mscoco,0.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.234130859375,0.27880859375
img-35-mscoco__fundo_1813__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th07__The_Mona_Lisa.jpg,img-35-mscoco,0.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.338623046875,0.2156982421875
img-35-mscoco__fundo_1837__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th09__The_Mona_Lisa.jpg,img-35-mscoco,0.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.32861328125,0.172119140625
img-35-mscoco__fundo_1861__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th11__The_Mona_Lisa.jpg,img-35-mscoco,1.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.338623046875,0.1744384765625
img-35-mscoco__fundo_1885__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th13__The_Mona_Lisa.jpg,img-35-mscoco,1.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.339111328125,0.165283203125
img-35-mscoco__fundo_1909__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th15__The_Mona_Lisa.jpg,img-35-mscoco,1.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.384521484375,0.1856689453125
img-35-mscoco__fundo_1933__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th17__The_Mona_Lisa.jpg,img-35-mscoco,1.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.33203125,0.1680908203125
img-35-mscoco__fundo_1957__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th19__The_Mona_Lisa.jpg,img-35-mscoco,1.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.3583984375,0.166748046875
img-35-mscoco__fundo_1981__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th01__Salvador_Dalí.jpg,img-35-mscoco,0.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.2391357421875,0.35693359375
img-35-mscoco__fundo_2005__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th03__Salvador_Dalí.jpg,img-35-mscoco,0.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.280517578125,0.32275390625
img-35-mscoco__fundo_2029__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th05__Salvador_Dalí.jpg,img-35-mscoco,0.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.322265625,0.333251953125
img-35-mscoco__fundo_2053__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th07__Salvador_Dalí.jpg,img-35-mscoco,0.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.282958984375,0.327880859375
img-35-mscoco__fundo_2077__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th09__Salvador_Dalí.jpg,img-35-mscoco,0.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.32861328125,0.1859130859375
img-35-mscoco__fundo_2101__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th11__Salvador_Dalí.jpg,img-35-mscoco,1.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.315673828125,0.232666015625
img-35-mscoco__fundo_2125__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th13__Salvador_Dalí.jpg,img-35-mscoco,1.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.326904296875,0.191162109375
img-35-mscoco__fundo_2149__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th15__Salvador_Dalí.jpg,img-35-mscoco,1.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.33056640625,0.19287109375
img-35-mscoco__fundo_2173__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th17__Salvador_Dalí.jpg,img-35-mscoco,1.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.373046875,0.21533203125
img-35-mscoco__fundo_2197__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th19__Salvador_Dalí.jpg,img-35-mscoco,1.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.37255859375,0.1875
img-35-mscoco__fundo_2221__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th01__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.166748046875,0.30908203125
img-35-mscoco__fundo_2245__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th03__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.1959228515625,0.320556640625
img-35-mscoco__fundo_2269__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th05__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.2381591796875,0.290283203125
img-35-mscoco__fundo_2293__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th07__A_person_with_arms_like_a_tree_branch.jpg,img-35-mscoco,0.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.329833984375,0.220703125
